episode_reward,epoch,loss,step
-46.0,0,0.9986370801925659,144
4.0,0,1.0361195802688599,145
-36.0,0,0.8527291417121887,146
-13.0,0,0.9969247579574585,147
-31.0,0,1.3576093912124634,148
10.0,0,1.255886435508728,149
-31.0,0,1.2765146493911743,150
6.0,0,1.3794444799423218,151
-43.0,0,1.2503386735916138,152
-7.0,0,1.4928169250488281,153
-47.0,0,1.5062960386276245,154
-26.0,0,1.1927746534347534,155
-20.0,0,1.222386121749878,156
-14.0,0,1.0396143198013306,157
10.0,0,1.3009741306304932,158
-50.0,0,1.4712311029434204,159
6.0,0,1.125649333000183,160
-19.0,0,1.3358744382858276,161
-12.0,0,1.0051926374435425,162
-17.0,0,1.387039065361023,163
9.0,0,1.6402254104614258,164
10.0,0,3.4175500869750977,165
-13.0,0,1.9088935852050781,166
1.0,0,1.8535569906234741,167
-15.0,0,2.650712251663208,168
-47.0,0,2.0642378330230713,169
-12.0,0,1.6939599514007568,170
9.0,0,2.0823984146118164,171
-33.0,0,1.6919864416122437,172
-12.0,0,2.048813819885254,173
7.0,0,2.0748887062072754,174
-14.0,0,2.2057173252105713,175
-35.0,0,1.9629892110824585,176
5.0,0,2.193636178970337,177
-31.0,0,1.8900073766708374,178
-24.0,0,2.291184425354004,179
-25.0,0,2.26265025138855,180
-50.0,0,2.151350259780884,181
-20.0,0,2.417473316192627,182
4.0,0,2.618635416030884,183
-11.0,0,2.6889564990997314,184
-14.0,0,3.370288133621216,185
-8.0,0,2.500546455383301,186
10.0,0,2.0435378551483154,187
-29.0,0,3.3859963417053223,188
-13.0,0,4.847036838531494,189
-10.0,0,3.8708064556121826,190
-10.0,0,3.7287750244140625,191
-47.0,0,2.657228708267212,192
-17.0,0,1.8777302503585815,193
10.0,0,1.7770235538482666,194
-31.0,0,1.859427571296692,195
-26.0,0,1.3903396129608154,196
-11.0,0,1.4307451248168945,197
-49.0,0,1.4014003276824951,198
-17.0,0,1.1395251750946045,199
8.0,0,1.5826387405395508,200
-5.0,0,1.3266355991363525,201
-12.0,0,1.501484990119934,202
-31.0,0,1.273084044456482,203
10.0,0,1.9918785095214844,204
-15.0,0,1.4847851991653442,205
-4.0,0,1.4491832256317139,206
7.0,0,1.9054920673370361,207
4.0,0,1.6097438335418701,208
-17.0,0,1.6655676364898682,209
-11.0,0,2.353936195373535,210
10.0,0,1.2575864791870117,211
6.0,0,2.046860456466675,212
-56.0,0,1.1163344383239746,213
-33.0,0,1.427961826324463,214
-34.0,0,1.1932952404022217,215
-57.0,0,1.4961916208267212,216
6.0,0,1.9042465686798096,217
-25.0,0,1.6086775064468384,218
6.0,0,1.6672163009643555,219
-13.0,0,1.6037395000457764,220
-20.0,0,1.2397955656051636,221
10.0,0,1.1843998432159424,222
-21.0,0,1.7180371284484863,223
-11.0,0,1.6101139783859253,224
-10.0,0,1.7603192329406738,225
-50.0,0,2.0412323474884033,226
-26.0,0,1.5179647207260132,227
-14.0,0,1.050811529159546,228
-10.0,0,1.8130004405975342,229
-30.0,0,1.4999085664749146,230
9.0,0,1.119396686553955,231
10.0,0,1.474455714225769,232
-2.0,0,2.2580482959747314,233
-15.0,0,1.939543604850769,234
-18.0,0,2.1293821334838867,235
-12.0,0,1.985866904258728,236
-33.0,0,2.053028106689453,237
-12.0,0,1.357871413230896,238
-50.0,0,1.868122935295105,239
-9.0,0,1.5413823127746582,240
-17.0,0,1.9168224334716797,241
-11.0,0,2.3501415252685547,242
-13.0,0,2.420095205307007,243
-1.0,0,1.9925538301467896,244
-9.0,0,1.8659682273864746,245
-42.0,0,2.3507187366485596,246
-12.0,0,1.9808472394943237,247
-11.0,0,2.1198062896728516,248
-48.0,0,2.2497498989105225,249
-17.0,0,2.5728366374969482,250
3.0,0,6.447453022003174,251
-31.0,0,3.8359954357147217,252
-13.0,0,2.8028905391693115,253
10.0,0,3.5079708099365234,254
-29.0,0,2.3060667514801025,255
-13.0,0,2.0320942401885986,256
-17.0,0,1.971219778060913,257
3.0,0,2.659762382507324,258
-8.0,0,1.8150991201400757,259
10.0,0,1.4193055629730225,260
-50.0,0,1.3559049367904663,261
-12.0,0,1.1624104976654053,262
-14.0,0,1.1149929761886597,263
10.0,0,0.8386958837509155,264
-12.0,0,1.4131721258163452,265
-3.0,0,1.6747431755065918,266
-2.0,0,1.3601043224334717,267
-1.0,0,1.7745933532714844,268
-15.0,0,1.494107723236084,269
-17.0,0,1.3828202486038208,270
7.0,0,1.1090867519378662,271
-18.0,0,1.0436878204345703,272
6.0,0,1.6120655536651611,273
10.0,0,1.3069225549697876,274
-50.0,0,1.4422951936721802,275
-17.0,0,1.3329849243164062,276
-25.0,0,1.315852403640747,277
-14.0,0,1.3282297849655151,278
5.0,0,1.128616452217102,279
10.0,0,2.3007888793945312,280
-14.0,0,1.0599287748336792,281
-12.0,0,1.1956349611282349,282
10.0,0,0.9618642926216125,283
-17.0,0,1.2861663103103638,284
-16.0,0,1.469955563545227,285
-9.0,0,1.240346908569336,286
-10.0,0,1.1147751808166504,287
-2.0,0,1.3877846002578735,288
-57.0,0,0.8503456711769104,289
-33.0,0,0.9048436284065247,290
-50.0,0,1.4679663181304932,291
-21.0,0,1.3238493204116821,292
-50.0,0,1.4919147491455078,293
5.0,0,1.4978880882263184,294
-19.0,0,1.2161667346954346,295
7.0,0,1.0971969366073608,296
-4.0,0,1.051250696182251,297
-38.0,0,1.331710934638977,298
-19.0,0,1.23505699634552,299
-4.0,0,1.0975630283355713,300
-12.0,0,1.376636266708374,301
-16.0,0,1.2586050033569336,302
10.0,0,2.3393073081970215,303
-12.0,0,1.9777355194091797,304
-7.0,0,1.7810472249984741,305
-31.0,0,1.535218358039856,306
-16.0,0,1.1746981143951416,307
-5.0,0,1.494743824005127,308
7.0,0,1.2568827867507935,309
9.0,0,1.3063231706619263,310
-53.0,0,1.8610461950302124,311
8.0,0,1.5677752494812012,312
-29.0,0,1.5716032981872559,313
10.0,0,1.2898446321487427,314
-11.0,0,1.5848815441131592,315
-34.0,0,1.7541627883911133,316
3.0,0,1.6941936016082764,317
-20.0,0,4.345363140106201,318
-31.0,0,3.5526318550109863,319
9.0,0,3.466498851776123,320
-12.0,0,2.513350248336792,321
-16.0,0,2.4733285903930664,322
-14.0,0,1.7633813619613647,323
-5.0,0,1.8771158456802368,324
-12.0,0,1.5745621919631958,325
-50.0,0,1.0853583812713623,326
-50.0,0,1.0755785703659058,327
10.0,0,1.4427558183670044,328
-22.0,0,1.0812638998031616,329
0.0,0,1.084324836730957,330
3.0,0,1.0350829362869263,331
10.0,0,0.818497896194458,332
-50.0,0,1.2289857864379883,333
-13.0,0,1.0260101556777954,334
6.0,0,0.9637358784675598,335
-3.0,0,1.1242371797561646,336
-3.0,0,1.0943900346755981,337
0.0,0,0.9782981276512146,338
-15.0,0,1.0091559886932373,339
-24.0,0,1.1308419704437256,340
-21.0,0,1.0755175352096558,341
-10.0,0,1.0401060581207275,342
9.0,0,1.1999403238296509,343
-20.0,0,1.0210694074630737,344
-19.0,0,1.2163664102554321,345
-8.0,0,1.0997411012649536,346
-11.0,0,1.2651926279067993,347
-26.0,0,1.5025261640548706,348
10.0,0,1.0220109224319458,349
0.0,0,1.3627766370773315,350
-50.0,0,1.5712924003601074,351
-13.0,0,1.453050136566162,352
-23.0,0,1.4397131204605103,353
9.0,0,0.9689149260520935,354
-33.0,0,1.469474196434021,355
9.0,0,1.7048053741455078,356
-4.0,0,1.293290615081787,357
-11.0,0,1.3743999004364014,358
8.0,0,1.5390021800994873,359
-10.0,0,0.9656422138214111,360
-19.0,0,1.8834596872329712,361
-10.0,0,1.9824169874191284,362
-50.0,0,1.808943748474121,363
-28.0,0,2.068748950958252,364
-31.0,0,1.8907556533813477,365
-12.0,0,1.5590837001800537,366
10.0,0,0.865962028503418,367
5.0,0,1.4867193698883057,368
-18.0,0,1.6309866905212402,369
9.0,0,2.121077537536621,370
-22.0,0,2.2464797496795654,371
-31.0,0,2.5491127967834473,372
-11.0,0,2.231180191040039,373
6.0,0,3.143657684326172,374
-21.0,0,3.1589105129241943,375
-16.0,0,2.814408302307129,376
-34.0,0,2.0783166885375977,377
-50.0,0,4.580172061920166,378
-17.0,0,2.7477355003356934,379
-11.0,0,2.785783290863037,380
-11.0,0,2.7318458557128906,381
-37.0,0,2.1663055419921875,382
-35.0,0,1.5894920825958252,383
-20.0,0,1.2820513248443604,384
4.0,0,1.800586462020874,385
-26.0,0,1.7461185455322266,386
-7.0,0,1.6982417106628418,387
-23.0,0,1.7425411939620972,388
-1.0,0,1.3945209980010986,389
-50.0,0,1.0568532943725586,390
9.0,0,0.7471081018447876,391
-8.0,0,0.8455755114555359,392
5.0,0,0.8487334251403809,393
-50.0,0,0.9021645784378052,394
-2.0,0,0.9556289315223694,395
2.0,0,0.9231442809104919,396
1.0,0,1.0876810550689697,397
-12.0,0,1.0499614477157593,398
-12.0,0,0.8544903993606567,399
-3.0,0,0.9621946215629578,400
-33.0,0,0.8095684051513672,401
-36.0,0,0.8239836692810059,402
-30.0,0,1.0843915939331055,403
-10.0,0,1.062587857246399,404
8.0,0,1.788076400756836,405
-11.0,0,1.1170055866241455,406
-19.0,0,1.9097187519073486,407
5.0,0,1.9857779741287231,408
-2.0,0,1.6154167652130127,409
-10.0,0,1.0195236206054688,410
10.0,0,1.5946117639541626,411
6.0,0,1.584974765777588,412
-30.0,0,1.2418310642242432,413
-14.0,0,1.4243053197860718,414
-19.0,0,0.9895449876785278,415
-10.0,0,1.8169405460357666,416
-23.0,0,1.1053649187088013,417
8.0,0,0.9699686169624329,418
-21.0,0,1.0375362634658813,419
-14.0,0,1.2409276962280273,420
9.0,0,1.7604482173919678,421
6.0,0,1.6283130645751953,422
-21.0,0,1.3442432880401611,423
-10.0,0,0.836811363697052,424
8.0,0,0.8215031027793884,425
0.0,0,1.2187507152557373,426
-10.0,0,1.6430590152740479,427
-7.0,0,1.3288273811340332,428
-10.0,0,1.239073634147644,429
-9.0,0,1.1488871574401855,430
0.0,0,1.0843819379806519,431
-18.0,0,1.1031959056854248,432
-22.0,0,1.4376455545425415,433
-16.0,0,1.3054040670394897,434
-20.0,0,1.526902198791504,435
9.0,0,1.6093157529830933,436
-29.0,0,1.0149304866790771,437
2.0,0,1.084671139717102,438
2.0,0,1.2543635368347168,439
-22.0,0,1.120187759399414,440
4.0,0,1.5882213115692139,441
7.0,0,1.5214850902557373,442
-20.0,0,1.2787152528762817,443
8.0,0,1.4932371377944946,444
-16.0,0,1.2057534456253052,445
5.0,0,1.5536996126174927,446
-3.0,0,1.6715842485427856,447
10.0,0,2.019888162612915,448
-11.0,0,2.0665314197540283,449
-12.0,0,1.9516160488128662,450
10.0,0,2.350522518157959,451
-24.0,0,1.1301487684249878,452
6.0,0,1.1767079830169678,453
7.0,0,1.7113964557647705,454
4.0,0,1.6334494352340698,455
-36.0,0,1.3108124732971191,456
2.0,0,1.6047018766403198,457
-27.0,0,1.4850436449050903,458
5.0,0,1.7733573913574219,459
-25.0,0,1.185974359512329,460
10.0,0,1.3245092630386353,461
4.0,0,1.509447693824768,462
-34.0,0,3.7876458168029785,463
4.0,0,2.083810567855835,464
-37.0,0,1.5286098718643188,465
-50.0,0,1.150928020477295,466
10.0,0,1.2687435150146484,467
10.0,0,1.4312740564346313,468
-26.0,0,1.1581393480300903,469
10.0,0,0.9053400754928589,470
6.0,0,1.183951735496521,471
-8.0,0,0.9518690705299377,472
8.0,0,1.0127822160720825,473
-15.0,0,1.0355966091156006,474
-15.0,0,0.8045335412025452,475
-12.0,0,0.5692378282546997,476
-14.0,0,0.6038588285446167,477
-31.0,0,0.9504740238189697,478
9.0,0,0.7091628313064575,479
-18.0,0,1.3109042644500732,480
-24.0,0,0.9997440576553345,481
-12.0,0,1.0847504138946533,482
3.0,0,0.8645681738853455,483
-13.0,0,0.650206983089447,484
-11.0,0,0.715590238571167,485
-17.0,0,0.945641279220581,486
9.0,0,1.0786006450653076,487
-18.0,0,0.9267535209655762,488
6.0,0,1.02625572681427,489
-16.0,0,1.1169004440307617,490
-15.0,0,0.8265013694763184,491
-1.0,0,0.8989539742469788,492
-33.0,0,1.016623616218567,493
-12.0,0,1.1836987733840942,494
-27.0,0,1.2676118612289429,495
-14.0,0,1.6068679094314575,496
1.0,0,1.062721610069275,497
8.0,0,1.2277836799621582,498
-24.0,0,1.192975640296936,499
9.0,0,1.7035560607910156,500
-31.0,0,1.30490243434906,501
-49.0,0,1.238440752029419,502
6.0,0,1.3247644901275635,503
-10.0,0,1.4075796604156494,504
-9.0,0,1.1630046367645264,505
-11.0,0,0.9215761423110962,506
-36.0,0,1.261393427848816,507
-17.0,0,1.0928990840911865,508
9.0,0,1.3884245157241821,509
9.0,0,1.7280418872833252,510
8.0,0,1.7883065938949585,511
-13.0,0,1.632228136062622,512
-5.0,0,1.320121169090271,513
7.0,0,1.162664532661438,514
8.0,0,1.628612995147705,515
7.0,0,1.372445821762085,516
10.0,0,0.604456901550293,517
-15.0,0,1.2069175243377686,518
-14.0,0,0.86063152551651,519
-11.0,0,1.2833000421524048,520
-21.0,0,1.2679624557495117,521
-19.0,0,1.6222336292266846,522
9.0,0,1.531970500946045,523
4.0,0,1.6754037141799927,524
-12.0,0,2.315774917602539,525
2.0,0,1.0157363414764404,526
4.0,0,1.0284242630004883,527
-43.0,0,0.9847726225852966,528
7.0,0,1.0000395774841309,529
-12.0,0,1.0055885314941406,530
-39.0,0,1.13346266746521,531
-12.0,0,1.0150470733642578,532
4.0,0,0.8347055315971375,533
5.0,0,0.9785259962081909,534
-28.0,0,0.7817633152008057,535
10.0,0,0.6976787447929382,536
-17.0,0,0.7231795787811279,537
-50.0,0,0.6979625821113586,538
8.0,0,0.5316369533538818,539
-24.0,0,0.7042808532714844,540
-50.0,0,1.4533674716949463,541
-1.0,0,2.4722185134887695,542
4.0,0,2.0186831951141357,543
5.0,0,1.6543498039245605,544
-12.0,0,1.342902660369873,545
5.0,0,1.1240413188934326,546
-15.0,0,0.9756011366844177,547
2.0,0,0.8939642310142517,548
-15.0,0,0.9574241042137146,549
9.0,0,1.0017895698547363,550
-50.0,0,0.8204290866851807,551
-6.0,0,0.6709129810333252,552
5.0,0,0.5795550346374512,553
-15.0,0,0.6731989979743958,554
6.0,0,0.699960470199585,555
-23.0,0,0.7841154932975769,556
10.0,0,0.593125581741333,557
-9.0,0,0.8089741468429565,558
-44.0,0,0.7376618385314941,559
10.0,0,2.2390031814575195,560
-10.0,0,0.9713363647460938,561
-9.0,0,1.1858206987380981,562
3.0,0,1.2719720602035522,563
-22.0,0,1.210976004600525,564
-28.0,0,1.2862627506256104,565
-15.0,0,0.8542690277099609,566
8.0,0,0.583448052406311,567
-3.0,0,0.9734189510345459,568
-9.0,0,0.8252409100532532,569
-25.0,0,0.9903115630149841,570
-13.0,0,0.7450418472290039,571
-15.0,0,0.8857248425483704,572
10.0,0,0.902929961681366,573
-11.0,0,0.9532992243766785,574
-10.0,0,1.7845224142074585,575
5.0,0,1.365130066871643,576
6.0,0,0.9684481024742126,577
-32.0,0,1.0436595678329468,578
-13.0,0,1.3881230354309082,579
-20.0,0,1.361993432044983,580
-17.0,0,1.1267309188842773,581
-5.0,0,0.9772701263427734,582
-16.0,0,1.109450340270996,583
-1.0,0,1.3753026723861694,584
-38.0,0,1.5180355310440063,585
-26.0,0,1.2941323518753052,586
6.0,0,1.3922489881515503,587
6.0,0,1.0329896211624146,588
-19.0,0,1.3880653381347656,589
-16.0,0,1.310829997062683,590
5.0,0,1.112175703048706,591
-28.0,0,1.4286127090454102,592
-23.0,0,1.2295737266540527,593
-25.0,0,1.4468632936477661,594
-1.0,0,1.5804622173309326,595
1.0,0,1.447230577468872,596
-12.0,0,1.7232673168182373,597
-17.0,0,1.4767415523529053,598
-12.0,0,1.4374845027923584,599
-25.0,0,1.2506197690963745,600
-15.0,0,1.328742265701294,601
3.0,0,1.317401647567749,602
5.0,0,1.4077856540679932,603
-30.0,0,1.1871775388717651,604
-50.0,0,1.1956297159194946,605
10.0,0,1.341749906539917,606
-16.0,0,1.1133652925491333,607
10.0,0,1.6028966903686523,608
-14.0,0,1.7664141654968262,609
-50.0,0,1.4024009704589844,610
-12.0,0,2.216308832168579,611
8.0,0,2.0508689880371094,612
10.0,0,7.890917778015137,613
-10.0,0,7.904301643371582,614
-37.0,0,3.1572818756103516,615
10.0,0,1.600331425666809,616
-18.0,0,1.3994611501693726,617
-3.0,0,1.0401912927627563,618
4.0,0,1.429977536201477,619
-12.0,0,1.307816505432129,620
-18.0,0,1.0499471426010132,621
7.0,0,0.8058415651321411,622
-25.0,0,0.770595133304596,623
-22.0,0,0.6052131056785583,624
10.0,0,0.39700934290885925,625
-31.0,0,0.5499919056892395,626
8.0,0,0.4970836639404297,627
10.0,0,0.695788562297821,628
8.0,0,0.423500120639801,629
0.0,0,0.5646842122077942,630
8.0,0,0.42221587896347046,631
-38.0,0,0.4806918501853943,632
-30.0,0,0.4786417484283447,633
-50.0,0,0.4000256657600403,634
-14.0,0,0.23566697537899017,635
-15.0,0,0.371151328086853,636
10.0,0,0.31895193457603455,637
-50.0,0,0.5967887043952942,638
-17.0,0,0.46003058552742004,639
7.0,0,0.7546331882476807,640
9.0,0,0.846942663192749,641
9.0,0,1.3256090879440308,642
-10.0,0,1.0748647451400757,643
-22.0,0,0.8042489290237427,644
2.0,0,0.9680944085121155,645
-19.0,0,0.8140937089920044,646
-25.0,0,0.7802367806434631,647
-42.0,0,0.7360423803329468,648
1.0,0,1.2888983488082886,649
10.0,0,1.1757012605667114,650
-14.0,0,1.0686453580856323,651
-16.0,0,1.0063554048538208,652
-17.0,0,1.1483757495880127,653
-12.0,0,1.073838710784912,654
10.0,0,1.1280702352523804,655
-13.0,0,1.022713541984558,656
7.0,0,0.7402951121330261,657
-11.0,0,0.9799972176551819,658
9.0,0,0.965160071849823,659
-34.0,0,0.7749583125114441,660
9.0,0,0.5191665887832642,661
-43.0,0,0.6289973855018616,662
-10.0,0,0.8832090497016907,663
-28.0,0,0.6564898490905762,664
2.0,0,0.520144522190094,665
-15.0,0,0.6021631360054016,666
5.0,0,0.6183300614356995,667
5.0,0,0.5833573341369629,668
9.0,0,0.6526089906692505,669
-50.0,0,0.5011485815048218,670
9.0,0,0.821088433265686,671
9.0,0,0.4936288595199585,672
4.0,0,0.5711357593536377,673
-14.0,0,0.6868974566459656,674
10.0,0,0.7050880193710327,675
-12.0,0,0.9606909155845642,676
-15.0,0,0.8618711829185486,677
5.0,0,0.7146732807159424,678
0.0,0,0.7702492475509644,679
-2.0,0,0.8122044205665588,680
-22.0,0,0.7825813293457031,681
-25.0,0,0.5839313864707947,682
5.0,0,0.5285953283309937,683
8.0,0,0.6480062007904053,684
-13.0,0,0.8897740244865417,685
-27.0,0,0.8169214129447937,686
0.0,0,0.7880080938339233,687
-18.0,0,0.898267924785614,688
6.0,0,0.7946062088012695,689
3.0,0,0.9826799631118774,690
-17.0,0,0.984142005443573,691
1.0,0,0.8385143280029297,692
-27.0,0,1.0306988954544067,693
-19.0,0,3.092663049697876,694
-18.0,0,2.125795602798462,695
-22.0,0,1.4385006427764893,696
-16.0,0,1.5900206565856934,697
-10.0,0,0.9929331541061401,698
-10.0,0,1.1691712141036987,699
10.0,0,1.1767444610595703,700
-22.0,0,1.100882887840271,701
8.0,0,1.051163911819458,702
-6.0,0,0.8089693188667297,703
-10.0,0,0.7223348021507263,704
-11.0,0,0.7795308232307434,705
7.0,0,0.7214714288711548,706
-13.0,0,0.47094962000846863,707
-11.0,0,1.1832237243652344,708
3.0,0,0.958345353603363,709
8.0,0,0.7953107953071594,710
-49.0,0,0.7482059001922607,711
0.0,0,0.4729975163936615,712
7.0,0,0.41850319504737854,713
-5.0,0,0.5437663793563843,714
-14.0,0,0.511171817779541,715
-21.0,0,0.5182663798332214,716
-24.0,0,0.49631571769714355,717
-12.0,0,0.5269842743873596,718
-32.0,0,0.42807450890541077,719
10.0,0,0.25985538959503174,720
7.0,0,0.4845755100250244,721
10.0,0,0.307199090719223,722
7.0,0,0.4771166443824768,723
-12.0,0,0.39160677790641785,724
-4.0,0,0.5066589713096619,725
7.0,0,0.48653119802474976,726
-10.0,0,0.6369656324386597,727
-19.0,0,0.7952091693878174,728
7.0,0,0.49893662333488464,729
-12.0,0,0.9705579876899719,730
9.0,0,2.214200496673584,731
3.0,0,0.9055608510971069,732
-12.0,0,0.7099529504776001,733
5.0,0,1.1638083457946777,734
-10.0,0,1.1788270473480225,735
-1.0,0,0.836444616317749,736
-10.0,0,1.2338814735412598,737
-50.0,0,0.5653001070022583,738
2.0,0,0.31206703186035156,739
-50.0,0,0.35909944772720337,740
-22.0,0,0.5812724232673645,741
4.0,0,0.5161072611808777,742
10.0,0,0.22734969854354858,743
-18.0,0,0.5700464248657227,744
-27.0,0,0.8418818712234497,745
-27.0,0,0.7478857636451721,746
8.0,0,0.6344541907310486,747
10.0,0,0.6573875546455383,748
-55.0,0,0.8748107552528381,749
-24.0,0,1.1719372272491455,750
5.0,0,1.3058035373687744,751
-20.0,0,1.1259424686431885,752
-12.0,0,0.9515289068222046,753
10.0,0,0.8142266869544983,754
3.0,0,1.049513816833496,755
-13.0,0,1.4434053897857666,756
-18.0,0,1.3379335403442383,757
-15.0,0,1.3889501094818115,758
-8.0,0,1.2453665733337402,759
-50.0,0,1.207143783569336,760
-38.0,0,1.1539145708084106,761
6.0,0,1.114795446395874,762
2.0,0,0.9696510434150696,763
-7.0,0,0.9219194054603577,764
3.0,0,1.1977208852767944,765
-15.0,0,1.3745092153549194,766
0.0,0,1.4004857540130615,767
-19.0,0,1.0602145195007324,768
-15.0,0,0.9371742606163025,769
5.0,0,0.8803179264068604,770
-21.0,0,1.2133625745773315,771
-35.0,0,2.862499713897705,772
-11.0,0,2.208545684814453,773
-11.0,0,2.2042150497436523,774
-10.0,0,3.3765130043029785,775
-26.0,0,1.8681280612945557,776
-48.0,0,0.9576428532600403,777
3.0,0,0.7193132042884827,778
3.0,0,0.5817369818687439,779
2.0,0,0.7117910385131836,780
-16.0,0,0.6417689323425293,781
-39.0,0,0.4869220554828644,782
-50.0,0,0.5720536708831787,783
-10.0,0,0.31103357672691345,784
3.0,0,0.5374529361724854,785
-26.0,0,0.42594629526138306,786
-22.0,0,0.5744999051094055,787
-10.0,0,0.7833949327468872,788
-6.0,0,0.5297606587409973,789
-27.0,0,0.6378095746040344,790
-14.0,0,0.4501551687717438,791
-2.0,0,0.41686370968818665,792
5.0,0,0.6680362224578857,793
-1.0,0,0.3470148742198944,794
5.0,0,0.4362552762031555,795
7.0,0,0.34608858823776245,796
-3.0,0,0.560161292552948,797
8.0,0,0.5456079244613647,798
9.0,0,0.3553071618080139,799
-11.0,0,1.1086373329162598,800
3.0,0,0.6542747616767883,801
-35.0,0,0.5178829431533813,802
8.0,0,0.45019152760505676,803
-9.0,0,0.3474739193916321,804
